step,action_alignment,reward_guide
2048,0.01830216497182846,0.0
4096,0.023646237328648567,0.0
6144,0.015116055496037006,0.0
8192,0.01460206788033247,0.0
10240,0.0034903259947896004,0.0
12288,-0.0004283313173800707,0.0
14336,0.029214559122920036,0.0
16384,0.013890495523810387,0.0
18432,0.02884184755384922,0.0
20480,0.006814545951783657,0.0
22528,0.016367856413125992,0.0
24576,0.006485999096184969,0.0
26624,0.014632593840360641,0.0
28672,0.007327639032155275,0.0
30720,0.00535669457167387,0.0
32768,0.01292874850332737,0.0003513994161039591
34816,0.012246880680322647,0.00030573466210626066
36864,0.0166939627379179,0.0003807971370406449
38912,0.038374196738004684,0.0007857161690481007
40960,0.04713436961174011,0.0008777370676398277
43008,0.045558761805295944,0.0007799934246577322
45056,0.05464586615562439,0.0008505432633683085
47104,0.061532750725746155,0.0008726593223400414
49152,0.06194499880075455,0.000805988151114434
51200,0.03992708772420883,0.0004880234773736447
53248,0.047597065567970276,0.0005297177704051137
55296,0.05700870603322983,0.0005765901878476143
57344,0.06354981660842896,0.0005858576041646302
59392,0.06168635934591293,0.0005230040987953544
61440,0.05974990501999855,0.0004659327387344092
63488,0.06420022249221802,0.00045733756269328296
65536,0.05396833270788193,0.000356727687176317
67584,0.037375155836343765,0.00023073155898600817
69632,0.057544443756341934,0.0003192316507920623
71680,0.06653060019016266,0.0003355350927449763
73728,0.06350404024124146,0.00029735639691352844
75776,0.06906416267156601,0.0003214714815840125
77824,0.056803446263074875,0.00026788408285938203
79872,0.057670846581459045,0.0002717245661187917
81920,0.052276045083999634,0.00024771629250608385
83968,0.05254910886287689,0.0002489385078661144
86016,0.028830450028181076,0.0001399962930008769
88064,0.03246060386300087,0.00015703456301707774
90112,0.04439033567905426,0.00021209917031228542
92160,0.03221241384744644,0.00015587388770654798
94208,0.026159804314374924,0.00012737733777612448
96256,0.04626845195889473,0.00022063842334318906
98304,0.007589489221572876,3.765945075429045e-05
100352,0.046472690999507904,0.00022156492923386395
102400,0.054905638098716736,0.0002594550314825028
