step,action_alignment,reward_guide
2048,0.0022802292369306087,0.00022802280727773905
4096,-0.012815238907933235,-0.0012815240770578384
6144,0.004162428434938192,0.0004162428085692227
8192,0.014554060064256191,0.0014554060762748122
10240,0.007566555868834257,0.0007566557032987475
12288,0.016970669850707054,0.0016970669385045767
14336,-0.018046509474515915,-0.0018046509940177202
16384,-0.02377801388502121,-0.002377801574766636
18432,-0.026913685724139214,-0.0026913685724139214
20480,-0.01743362843990326,-0.0017433629836887121
22528,-0.019535616040229797,-0.001953561557456851
24576,0.009757356718182564,0.0009757357183843851
26624,-0.0010169624583795667,-0.00010169611778110266
28672,0.022488486021757126,0.0022488487884402275
30720,-0.0033616814762353897,-0.00033616810105741024
32768,-0.010974284261465073,-0.0010974283795803785
34816,-0.016925448551774025,-0.0016925449017435312
36864,0.015951743349432945,0.001595174428075552
38912,0.016805827617645264,0.0016805825289338827
40960,0.0066079916432499886,0.0006607990944758058
43008,0.02210896648466587,0.002210896462202072
45056,0.02772655338048935,0.0027726555708795786
47104,0.030362794175744057,0.003036279696971178
49152,0.01340398844331503,0.0013403987977653742
51200,0.05798124521970749,0.005798124708235264
53248,0.051668088883161545,0.005166808143258095
55296,0.07024957984685898,0.007024957798421383
57344,0.08583495020866394,0.008583495393395424
59392,0.035420894622802734,0.003542089369148016
61440,0.03944814205169678,0.003944814205169678
63488,0.10560531914234161,0.010560532100498676
65536,0.05502084270119667,0.005502084270119667
67584,0.04539620131254196,0.004539620131254196
69632,0.08188390731811523,0.008188391104340553
71680,0.08784370124340057,0.008784370496869087
73728,0.09529326856136322,0.009529327042400837
75776,0.08475691825151443,0.008475692942738533
77824,0.06590305268764496,0.006590305361896753
79872,0.1104658842086792,0.011046589352190495
81920,0.08860209584236145,0.008860209956765175
83968,0.09317173063755035,0.00931717362254858
86016,0.10591594129800797,0.010591593571007252
88064,0.06606142967939377,0.006606142967939377
90112,0.03665260970592499,0.0036652612034231424
92160,0.08252380043268204,0.008252380415797234
94208,0.06583146005868912,0.006583146285265684
96256,0.05076824128627777,0.0050768242217600346
98304,0.04725706949830055,0.004725707229226828
100352,0.06900031864643097,0.0069000315852463245
102400,0.08789920061826706,0.00878992024809122
