step,action_alignment,reward_guide
2048,0.001957069616764784,0.0
4096,0.00987219251692295,0.0
6144,0.01751287281513214,0.0
8192,0.0551585778594017,0.0
10240,0.10994506627321243,0.0
12288,0.10563606023788452,0.0
14336,0.12247978150844574,0.0
16384,0.13159869611263275,0.0
18432,0.1390702873468399,0.0
20480,0.16179516911506653,0.0
22528,0.16716548800468445,0.0
24576,0.1723499596118927,0.0
26624,0.15095382928848267,0.0
28672,0.15536841750144958,0.0
30720,0.17918583750724792,0.0
32768,0.1733897477388382,0.003946573473513126
34816,0.20243890583515167,0.004080643877387047
36864,0.22712349891662598,0.004072092939168215
38912,0.25869351625442505,0.00408322736620903
40960,0.2652360796928406,0.0038086886052042246
43008,0.27625954151153564,0.0035864925011992455
45056,0.2802410125732422,0.003320957999676466
47104,0.2631414234638214,0.0029301694594323635
49152,0.2732695937156677,0.0027546011842787266
51200,0.254616379737854,0.002416212111711502
53248,0.2549058198928833,0.002219394315034151
55296,0.24803361296653748,0.0020004482939839363
57344,0.2482132762670517,0.0018370153848081827
59392,0.22217175364494324,0.0015614944277331233
61440,0.2161833643913269,0.0014053334016352892
63488,0.2133951336145401,0.0012777871452271938
65536,0.2127518355846405,0.0011702459305524826
67584,0.20290377736091614,0.0010372125543653965
69632,0.2052019089460373,0.0009600191842764616
71680,0.21614110469818115,0.0009153594728559256
73728,0.21294541656970978,0.0008379982900805771
75776,0.20570692420005798,0.0008169579086825252
77824,0.1962905377149582,0.000788802863098681
79872,0.194194495677948,0.0007824150379747152
81920,0.20682543516159058,0.0008202433818951249
83968,0.22697550058364868,0.0008772881119512022
86016,0.22011305391788483,0.0008583165472373366
88064,0.20439526438713074,0.0008130891947075725
90112,0.21162188053131104,0.0008341903449036181
92160,0.2158752977848053,0.0008463657577522099
94208,0.20357874035835266,0.0008106721797958016
96256,0.21805430948734283,0.0008525331504642963
98304,0.2240137755870819,0.0008691579569131136
100352,0.2046279013156891,0.0008137766271829605
102400,0.18778392672538757,0.0007626056903973222
