step,action_alignment,reward_guide
2048,0.015882553532719612,0.0
4096,-0.014731007628142834,0.0
6144,0.002310176845639944,0.0
8192,-0.015457142144441605,0.0
10240,0.01940852403640747,0.0
12288,0.02547341398894787,0.0
14336,0.005988198332488537,0.0
16384,0.009065862745046616,0.0
18432,0.0278610959649086,0.0
20480,0.031299494206905365,0.0
22528,0.016229059547185898,0.0007528202841058373
24576,0.08590184152126312,0.0036968200001865625
26624,0.09845520555973053,0.003930903971195221
28672,0.10002961754798889,0.0037051879335194826
30720,0.13933899998664856,0.004788310267031193
32768,0.1385657787322998,0.004417671822011471
34816,0.14860329031944275,0.004395354073494673
36864,0.1767788529396057,0.00485091470181942
38912,0.16857069730758667,0.004291442688554525
40960,0.16601622104644775,0.003921025432646275
43008,0.17030826210975647,0.0037317518144845963
45056,0.11295081675052643,0.002296118764206767
47104,0.11993583291769028,0.002398716751486063
49152,0.137730211019516,0.0027546044439077377
51200,0.1180032342672348,0.002360064536333084
53248,0.0484466627240181,0.0009689332218840718
55296,0.11417857557535172,0.00228357152082026
57344,0.1439717710018158,0.0028794356621801853
59392,0.10442081838846207,0.0020884163677692413
61440,0.10176019370555878,0.002035203855484724
63488,0.09896770119667053,0.0019793540704995394
65536,0.09699621051549911,0.0019399242009967566
67584,0.0698598176240921,0.00139719620347023
69632,0.12758103013038635,0.0025516203604638577
71680,0.06818448007106781,0.00136368942912668
73728,0.1013721227645874,0.0020274422131478786
75776,0.1079980805516243,0.002159961499273777
77824,0.07522578537464142,0.0015045155305415392
79872,0.08946116268634796,0.0017892231699079275
81920,0.08018551766872406,0.0016037102323025465
83968,0.10403888672590256,0.002080777660012245
86016,0.10097368061542511,0.0020194738171994686
88064,0.07603561878204346,0.0015207123942673206
90112,0.009636873379349709,0.00019273743964731693
92160,0.07127562910318375,0.0014255126006901264
94208,0.02624330297112465,0.0005248660454526544
96256,0.027902089059352875,0.0005580417346209288
98304,0.026442352682352066,0.0005288469837978482
100352,0.02811417728662491,0.0005622835597023368
102400,0.01580960676074028,0.0003161921340506524
