step,action_alignment,reward_guide
2048,0.03274455666542053,0.0
4096,0.07250252366065979,0.0
6144,0.09254243224859238,0.0
8192,0.10883951187133789,0.0
10240,0.1137785017490387,0.0
12288,0.11756639182567596,0.0
14336,0.05087956413626671,0.0
16384,0.04732141271233559,0.0
18432,0.04830378293991089,0.0
20480,0.06833803653717041,0.0
22528,0.09880584478378296,0.0
24576,0.0838756263256073,0.0
26624,0.10243522375822067,0.0
28672,0.09948772192001343,0.0
30720,0.1021268367767334,0.0
32768,0.07361781597137451,0.0018778856610879302
34816,0.08835291862487793,0.0020357216708362103
36864,0.08960264921188354,0.0018923318712040782
38912,0.09202712774276733,0.00177913554944098
40960,0.11060630530118942,0.0019225114956498146
43008,0.12107057869434357,0.0019088087137788534
45056,0.1330440491437912,0.0018990528769791126
47104,0.15172506868839264,0.0019449717365205288
49152,0.16722038388252258,0.0019315830431878567
51200,0.1836419701576233,0.001908628735691309
53248,0.1645583212375641,0.0016064957017078996
55296,0.20354609191417694,0.0017387684201821685
57344,0.20113888382911682,0.0015818321844562888
59392,0.17513525485992432,0.0013053417205810547
61440,0.09779395163059235,0.0007317459676414728
63488,0.1434786319732666,0.0009354979847557843
65536,0.15077243745326996,0.0008946191519498825
67584,0.11580178886651993,0.0006566467345692217
69632,0.14157123863697052,0.0007153538754209876
71680,0.15599371492862701,0.0007113268366083503
73728,0.15353575348854065,0.0006498127477243543
75776,0.08704464137554169,0.00039733940502628684
77824,0.11120209842920303,0.0004941809456795454
79872,0.12875092029571533,0.0005608706269413233
81920,0.14817938208580017,0.0006311112083494663
83968,0.11173834651708603,0.0004962644306942821
86016,0.07470142096281052,0.0003456055710557848
88064,0.05150467902421951,0.0002442597469780594
90112,0.13327620923519135,0.0005775683093816042
92160,0.1251090168952942,0.0005472837365232408
94208,0.10207860916852951,0.00045829283772036433
96256,0.13110587000846863,0.0005695855943486094
98304,0.13056418299674988,0.0005675858701579273
100352,0.09975427389144897,0.00044901674846187234
102400,0.07089263200759888,0.00032933431793935597
