step,action_alignment,reward_guide
2048,-0.045035164803266525,-0.0045035164803266525
4096,-0.023707624524831772,-0.0023707624059170485
6144,-0.01742306351661682,-0.0017423061653971672
8192,-0.03347148001194,-0.003347148187458515
10240,0.02509019523859024,0.0025090198032557964
12288,0.015659477561712265,0.0015659477794542909
14336,-0.01566801220178604,-0.0015668012201786041
16384,-0.03300308436155319,-0.0033003082498908043
18432,0.006154009141027927,0.0006154010188765824
20480,0.005049298517405987,0.0005049296887591481
