step,action_alignment,reward_guide
2048,0.01409932505339384,0.001409932621754706
4096,0.028477557003498077,0.002847755793482065
6144,0.026509258896112442,0.002650926122441888
8192,-0.011706134304404259,-0.001170613570138812
10240,-0.01807212084531784,-0.0018072122475132346
12288,-0.012268897145986557,-0.0012268897844478488
14336,-0.01472012884914875,-0.0014720128383487463
16384,0.043774038553237915,0.004377404227852821
18432,0.04274400696158409,0.004274400882422924
20480,0.056405894458293915,0.005640589632093906
22528,0.03387157618999481,0.003387157805263996
24576,-0.007716556079685688,-0.0007716555846855044
26624,0.0031166379339993,0.00031166383996605873
28672,0.010734815150499344,0.0010734816314652562
30720,-0.01255892589688301,-0.0012558926828205585
32768,-0.006109050940722227,-0.0006109050009399652
34816,0.003823286620900035,0.00038232869701460004
36864,0.023894451558589935,0.002389445435255766
38912,0.021976230666041374,0.002197622787207365
40960,0.04795025289058685,0.00479502510279417
43008,0.024025876075029373,0.0024025875609368086
45056,0.03997798264026642,0.003997798077762127
47104,0.05954580008983612,0.005954579450190067
49152,0.035412561148405075,0.0035412560682743788
51200,0.05660849064588547,0.005660849157720804
53248,0.04648953676223755,0.004648954141885042
55296,0.052800849080085754,0.00528008583933115
57344,0.03867636248469353,0.0038676364347338676
59392,0.04243315011262894,0.004243315197527409
61440,0.04679080843925476,0.004679081030189991
63488,0.029423750936985016,0.002942375373095274
65536,0.04894929379224777,0.004894929006695747
67584,0.03718862682580948,0.0037188627757132053
69632,0.06872019171714783,0.0068720197305083275
71680,0.08725577592849731,0.008725577965378761
73728,0.09100479632616043,0.009100480005145073
75776,0.06903527677059174,0.006903527304530144
77824,0.07592050731182098,0.0075920503586530685
79872,0.054470375180244446,0.005447037983685732
81920,0.07014051079750061,0.007014051079750061
83968,0.06128941848874092,0.0061289421282708645
86016,0.06935124099254608,0.006935124285519123
88064,0.05771411955356598,0.005771412514150143
90112,0.07076339423656464,0.0070763397961854935
92160,0.08303885161876678,0.008303885348141193
94208,0.05141846835613251,0.005141846835613251
96256,0.08271513879299164,0.008271514438092709
98304,0.0657275915145874,0.00657275877892971
100352,0.051395852118730545,0.005139585584402084
102400,0.052246373146772385,0.005224637221544981
