step,action_alignment,reward_guide
2048,0.0022802292369306087,0.0
4096,-0.012815238907933235,0.0
6144,0.004162428434938192,0.0
8192,0.014554060064256191,0.0
10240,0.007566555868834257,0.0
12288,0.016970669850707054,0.0
14336,-0.018046509474515915,0.0
16384,-0.02377801388502121,0.0
18432,-0.026913685724139214,0.0
20480,-0.01743362843990326,0.0
22528,-0.019535616040229797,0.0
24576,0.009757356718182564,0.0
26624,-0.0010169624583795667,0.0
28672,0.022488486021757126,0.0
30720,-0.0033616814762353897,0.0
32768,-0.010974284261465073,-0.0003021844895556569
34816,-0.0042396713979542255,-0.0001071526639861986
36864,0.07001040875911713,0.0015103800687938929
38912,0.06008061766624451,0.0012023898307234049
40960,0.07060009241104126,0.0012823394499719143
43008,0.095523402094841,0.0015498044667765498
45056,0.12859764695167542,0.001844999729655683
47104,0.12429927289485931,0.001644915551878512
49152,0.09970436990261078,0.0012450690846890211
51200,0.10999876260757446,0.0012463706079870462
53248,0.08383902162313461,0.0008975560194812715
55296,0.11692941933870316,0.0011074843350797892
57344,0.13462316989898682,0.0011468804441392422
59392,0.10119570791721344,0.0008218548609875143
61440,0.10582718253135681,0.0007848042296245694
63488,0.1456410139799118,0.0009471995872445405
65536,0.13759508728981018,0.0008290988043881953
67584,0.11744102090597153,0.0006647073314525187
69632,0.1786615252494812,0.0008637635037302971
71680,0.1386033445596695,0.0006450499058701098
73728,0.16384723782539368,0.0006850066129118204
75776,0.14650645852088928,0.0006252115126699209
77824,0.1185188889503479,0.0005223607877269387
79872,0.13664565980434418,0.000589868170209229
81920,0.14496175944805145,0.0006197392358444631
83968,0.13383781909942627,0.0005796262994408607
86016,0.15170225501060486,0.000643443432636559
88064,0.09717367589473724,0.0004386547952890396
90112,0.06486135721206665,0.0003032718668691814
92160,0.14602987468242645,0.000623525760602206
94208,0.1240895539522171,0.0005434567574411631
96256,0.08958926796913147,0.0004078151541762054
98304,0.10603757202625275,0.0004739680152852088
100352,0.11011387407779694,0.000489944068249315
102400,0.14634814858436584,0.0006246518460102379
