step,action_alignment,reward_guide
2048,0.015882553532719612,0.00158825539983809
4096,0.0890124961733818,0.00890124961733818
6144,0.2054593563079834,0.02054593712091446
8192,0.25531357526779175,0.025531357154250145
10240,0.3339870572090149,0.03339871019124985
12288,0.41535037755966187,0.04153503477573395
14336,0.4942605793476105,0.049426060169935226
16384,0.5386344194412231,0.053863443434238434
18432,0.5843941569328308,0.05843941867351532
20480,0.6328354477882385,0.06328354775905609
22528,0.6563614010810852,0.06563614308834076
24576,0.6944944262504578,0.06944944709539413
26624,0.7333378791809082,0.07333378493785858
28672,0.7271000146865845,0.07270999997854233
30720,0.7405996918678284,0.07405997067689896
32768,0.7587295770645142,0.07587296515703201
34816,0.7727168202400208,0.07727168500423431
36864,0.7755798101425171,0.07755798101425171
38912,0.8043709993362427,0.08043710142374039
40960,0.8082926869392395,0.08082927018404007
43008,0.8054888844490051,0.08054888993501663
45056,0.8094637989997864,0.08094638586044312
47104,0.8275617361068726,0.0827561765909195
49152,0.8539119958877563,0.08539120107889175
51200,0.8657610416412354,0.08657610416412354
53248,0.8576306104660034,0.08576305955648422
55296,0.8651295304298401,0.08651295304298401
57344,0.8704109787940979,0.08704110234975815
59392,0.8676869869232178,0.08676870167255402
61440,0.8671239614486694,0.08671240508556366
63488,0.8656662106513977,0.08656661957502365
65536,0.8723326921463013,0.0872332751750946
67584,0.8786274790763855,0.08786274492740631
69632,0.8793995380401611,0.08793995529413223
71680,0.8845058679580688,0.08845058083534241
73728,0.8958486318588257,0.08958486467599869
75776,0.9039756059646606,0.09039756655693054
77824,0.9087826013565063,0.09087826311588287
79872,0.8972221612930298,0.08972222357988358
81920,0.8964897394180298,0.08964897692203522
83968,0.9049797654151917,0.09049798548221588
86016,0.903478741645813,0.09034787118434906
88064,0.9040883779525757,0.09040883928537369
90112,0.9010812640190125,0.09010812640190125
92160,0.907638430595398,0.09076383709907532
94208,0.9064949750900269,0.09064949303865433
96256,0.9148362874984741,0.09148363023996353
98304,0.9104825258255005,0.09104825556278229
100352,0.912431538105011,0.09124314785003662
102400,0.9122804999351501,0.09122805297374725
